tseries,Unnamed: 1,F1,F2,F3
2021-01-26 14:07:11,,7067.57219004559,0.0,606.038486757525
2021-01-26 14:07:40,,34194.3038446893,605.613621083472,6658.61088226121
2021-01-26 14:08:10,,50179.0332921584,1996.79540167109,10540.8450935486
26.01.2021 14:08:40.041,,87932.2828954392,1318.18223567001,15067.6099728762
2021-01-26 14:09:09,,29011.3399356051,1271.8171231879,8412.08464860779
2021-01-26 14:09:39,,82261.2353213618,1394.26400809428,13020.5602253872
2021-01-26 14:10:08,,71655.5271057757,1262.7919295185,10626.736693197
2021-01-26 14:10:38,,44661.9780513712,1217.84982658236,10321.9121602843
2021-01-26 14:11:08,,27588.3030534837,1030.40488756477,10159.1710612067
2021-01-26 14:11:37,,57294.0252773651,1667.15050383999,11140.2591080226
2021-01-26 14:12:07,,36314.2800229866,760.808304648442,8026.90705911691
2021-01-26 14:12:37,,17079.1414529693,0.0,2397.12475582897
2021-01-26 14:13:06,,0.0,0.0,609.286695378525
2021-01-26 14:13:36,,8762.00497791127,0.0,1135.87942526992
2021-01-26 14:14:06,,0.0,0.0,625.210796986195
2021-01-26 14:14:35,,55080.2518009365,1783.83006628155,11859.207683239
2021-01-26 14:15:05,,54497.8299604499,1681.79087769087,14221.8170098591
2021-01-26 14:15:35,,51006.1109805239,2478.40992786,14881.4114680153
2021-01-26 14:16:04,,43281.4617088041,821.082205430879,8550.82855927141
2021-01-26 14:16:34,,36861.4597453425,1086.97562542522,7681.36441553647
2021-01-26 14:17:03,,151168.101015634,1240.83087949892,11440.0183672535
2021-01-26 14:17:33,,41282.6050640291,1649.11849539264,12094.667604107
2021-01-26 14:18:03,,28022.5155489346,1099.32081363035,9046.79367320229
2021-01-26 14:18:32,,42172.4074467548,1462.49025711789,13869.0267708359
2021-01-26 14:19:02,,50391.0331417928,1324.75072132397,11431.2738487387
2021-01-26 14:19:32,,67146.7174988014,800.009619756441,7112.40522414909
2021-01-26 14:20:01,,8031.60373561905,0.0,685.823370979787
2021-01-26 14:20:31,,0.0,0.0,1421.34148248021
2021-01-26 14:21:01,,0.0,0.0,770.13355137928
2021-01-26 14:21:30,,10676.3839907869,512.018418292143,5900.36676628173
2021-01-26 14:22:00,,69921.5069747802,1177.70029969907,9670.35095305098
2021-01-26 14:22:30,,55939.9548033247,700.805399238837,5897.8172692531
2021-01-26 14:22:59,,108305.023507338,665.399905394328,7628.34746955447
2021-01-26 14:23:29,,40399.044644254,1185.85335159148,11064.1711693844
2021-01-26 14:23:59,,32018.2208558623,995.858736057433,8145.30905912827
2021-01-26 14:24:28,,38695.466737602,1153.38587315578,10773.2495886696
2021-01-26 14:24:58,,33429.3492467785,824.696977054247,7613.28302974159
2021-01-26 14:25:28,,92559.7708558237,1864.50137615695,14743.2154374422
2021-01-26 14:25:57,,32030.8353391909,1048.69822580405,9942.19588057344
2021-01-26 14:26:27,,39349.387317569,966.725864812992,8765.16109919978
2021-01-26 14:26:56,,9147.85806711358,0.0,1204.87676702711
2021-01-26 14:27:26,,9508.6460568814,0.0,1043.60276581787
2021-01-26 14:27:56,,0.0,324.442656571319,1042.50750006995
2021-01-26 14:28:26,,7871.87570488459,0.0,939.196900940802
2021-01-26 14:28:55,,42369.7179948724,778.544523301203,8229.7123169781
2021-01-26 14:29:25,,33620.4496366908,1148.51589194785,10486.6641029138
2021-01-26 14:29:54,,51078.5241976884,1548.76820543066,10107.7062283972
2021-01-26 14:30:24,,43537.4506488695,1463.54133528536,12216.2507342865
2021-01-26 14:30:54,,29165.8635692262,874.340593281212,7783.68426250345
2021-01-26 14:31:23,,60117.9635139051,1706.13430119179,15479.5461995909
2021-01-26 14:31:53,,51898.7734550461,953.288596280254,8980.8442667311
2021-01-26 14:32:23,,47661.4381091899,1470.18386447609,13334.4861354249
2021-01-26 14:32:52,,70030.1070345605,1364.93225259212,11070.0391054437
2021-01-26 14:33:22,,34954.4864798705,1371.57225684628,14109.7281295055
2021-01-26 14:33:52,,44911.4042075272,1493.87384640128,13758.0197454222
2021-01-26 14:34:21,,0.0,0.0,1141.93544891583
2021-01-26 14:34:51,,0.0,0.0,690.073394750058
2021-01-26 14:35:21,,7618.93964448976,0.0,697.048315494226
2021-01-26 14:35:50,,24444.4746115445,591.49250477702,5447.74449203648
2021-01-26 14:36:20,,41115.8637039351,941.669272985046,9888.30084184202
2021-01-26 14:36:50,,41688.3510139663,880.70353707943,9949.07580890877
2021-01-26 14:37:19,,44737.8678642007,711.492256133493,7551.4434177825
2021-01-26 14:37:49,,34375.5751268675,1009.85576092927,9342.24263682795
2021-01-26 14:38:19,,69549.8578253729,1322.72158009787,14405.5956629617
2021-01-26 14:38:48,,37961.9861743963,806.465150556891,7506.85897479315
2021-01-26 14:39:18,,55125.4499545513,1089.62575074639,10039.5245207712
2021-01-26 14:39:48,,34303.2617891282,1407.89448448935,11760.3444162931
2021-01-26 14:40:17,,36689.4065071198,1395.9994278622,16180.5931404215
2021-01-26 14:40:47,,30847.3895813653,861.464774054602,7509.62522158983
2021-01-26 14:41:16,,8369.21316590859,0.0,976.270375404859
2021-01-26 14:41:46,,8334.92580371554,327.167200106288,872.426758712631
2021-01-26 14:42:16,,16864.5658754327,0.0,1472.20246490745
2021-01-26 14:42:45,,7240.51247389619,0.0,962.824784122031
2021-01-26 14:43:15,,25974.6045774314,842.339706712973,7896.08260330405
2021-01-26 14:43:45,,52853.1744086831,1268.36321956348,9044.39359736809
2021-01-26 14:44:14,,28645.7995265656,644.443101198277,7036.94706736473
2021-01-26 14:44:44,,45793.3517566677,1484.85487154829,10706.8310624339
2021-01-26 14:45:14,,39405.9975448905,1038.87531403849,7770.83825483451
2021-01-26 14:45:43,,36591.9816546164,677.577345795914,10074.1895088221
2021-01-26 14:46:13,,42508.9569878275,1124.2777395062,10391.408859644
2021-01-26 14:46:43,,79170.6389095715,1153.60301191459,14731.602999888
2021-01-26 14:47:12,,23574.3546269218,885.417141388777,8669.50908292913
2021-01-26 14:47:42,,43470.8159387304,1522.20845107441,12515.4235632046
2021-01-26 14:48:12,,29504.0706518627,444.94421682919,3736.9605504539
2021-01-26 14:48:41,,13490.0712877951,0.0,1485.9236641907
2021-01-26 14:49:11,,7334.75184800553,0.0,1040.13639877954
2021-01-26 14:49:41,,13924.0437448116,0.0,1952.71603219198
2021-01-26 14:50:10,,26803.8594316804,805.460754429923,6832.37667127099
2021-01-26 14:50:40,,48160.9407567342,1545.70301622047,13684.219135107
2021-01-26 14:51:10,,34952.6405857016,1369.23750848725,9385.20399302827
2021-01-26 14:51:39,,92909.405390343,1042.57959611671,12576.1498355303
2021-01-26 14:52:09,,29072.0112218147,1360.34324392575,8884.31151580785
2021-01-26 14:52:39,,38554.2999864915,1048.04615831542,8809.07750313354
2021-01-26 14:53:08,,28507.5268399921,1202.0800039401,9047.65787158994
2021-01-26 14:53:38,,30546.497658798,754.057920043453,6515.84731187138
2021-01-26 14:54:08,,72873.8842264549,1473.34898067389,11757.8669285959
2021-01-26 14:54:37,,42500.2085016605,1132.06108349101,12020.7493395877
2021-01-26 14:55:07,,28468.8573914622,713.561329674592,7184.73847126084
2021-01-26 14:55:36,,14293.5695892718,0.0,1581.95616549464
2021-01-26 14:56:06,,0.0,0.0,1056.30428249731
2021-01-26 14:56:36,,0.0,0.0,669.333509866883
2021-01-26 14:57:05,,8071.16841487767,0.0,1129.47390138678
2021-01-26 14:57:35,,56957.8968182278,1541.42660341713,14213.8537520172
2021-01-26 14:58:05,,52345.4152564251,1068.8277323441,11992.9833767788
2021-01-26 14:58:34,,51669.9413843862,1602.88652325858,12011.730936711
2021-01-26 14:59:04,,27630.6524304361,894.229330607171,9626.00942787854
2021-01-26 14:59:34,,39478.0661515287,1092.73992827982,9061.95648466733
2021-01-26 15:00:03,,56809.8560821971,1567.13140231298,14011.1533571621
2021-01-26 15:00:33,,64681.0220663949,1164.17290808336,11114.4944809909
2021-01-26 15:01:03,,75481.9031793907,1459.56689901374,10349.9122304058
2021-01-26 15:01:32,,73204.484067646,1239.06148641133,14873.0153869357
2021-01-26 15:02:02,,78438.1036402236,1380.86464220899,11712.8737338471
2021-01-26 15:02:31,,32187.8790629199,474.622313354786,5438.56560870955
2021-01-26 15:03:01,,14200.3129497984,0.0,2246.30922311967
2021-01-26 15:03:31,,16100.6608055408,0.0,1647.90054604651
2021-01-26 15:04:00,,14912.4018239297,0.0,1969.22201813833
2021-01-26 15:04:30,,51700.2115622329,1331.66705186549,13476.3109474857
2021-01-26 15:05:00,,57055.9686080889,1238.98258523552,15524.1491005303
2021-01-26 15:05:29,,52482.1491564146,1669.37510725536,17267.0096959904
2021-01-26 15:05:59,,63370.1871949044,1018.07000831816,11597.3372966736
2021-01-26 15:06:28,,88728.7892444749,1150.94353417032,13437.6838496586
2021-01-26 15:06:58,,70668.8900975405,1082.48077582444,11243.1018460064
2021-01-26 15:07:28,,68403.6995998648,1292.5842728185,11732.3952927382
2021-01-26 15:07:57,,65939.2138988897,1640.61280224719,14046.9143960955
2021-01-26 15:08:27,,71738.332757587,1234.96803146709,13936.2040406157
2021-01-26 15:08:56,,61771.3080464868,1742.75447250427,14681.8168914603
2021-01-26 15:09:26,,48331.8565327612,1254.42825876567,10283.4250835769
2021-01-26 15:09:56,,18636.8222001617,0.0,1933.36684434134
2021-01-26 15:10:25,,19682.5543023141,0.0,2114.23585666839
2021-01-26 15:10:55,,19946.647974335,0.0,2323.15701299769
2021-01-26 15:11:25,,17663.5901420158,0.0,2366.00055428138
2021-01-26 15:11:54,,51428.3166651251,1554.69830381019,13473.6654810741
2021-01-26 15:12:24,,69430.7655967,964.391406534456,13796.7889609609
2021-01-26 15:12:53,,82371.2268978789,2005.31907929635,12493.0673533108
2021-01-26 15:13:23,,50363.3899906196,1541.10214207547,11306.9845790915
2021-01-26 15:13:53,,53706.1170794428,1233.54591700149,10823.6487257679
2021-01-26 15:14:22,,48858.5309610531,1320.97897164669,16505.4848262349
2021-01-26 15:14:52,,53841.8298058598,971.647565767476,11442.5356710831
26.01.2021 15:15:22.0056,,36758.9170093813,1544.23641536288,14624.7001471733
2021-01-26 15:15:51,,58255.8938061617,1200.15638884277,11831.8503932619
2021-01-26 15:16:21,,100849.731134692,1724.95013413181,13995.0607919363
2021-01-26 15:16:50,,31859.7999270913,0.0,2924.90033693918
2021-01-26 15:17:20,,21508.3494651072,0.0,1897.23646047604
2021-01-26 15:17:50,,19638.3971301959,0.0,1658.16828689251
2021-01-26 15:18:19,,16783.7016140268,0.0,1974.13992262284
2021-01-26 15:18:49,,64523.0866083055,1332.9188024284,12905.8813779305
2021-01-26 15:19:18,,64994.5706760537,1630.12604024382,10910.403766431
2021-01-26 15:19:48,,52293.1258089938,1450.35052489493,11827.6869100079
2021-01-26 15:20:18,,52983.0896756928,1657.52809473903,11719.1773675966
2021-01-26 15:20:47,,63019.5934365744,1774.0218476049,12197.8762668192
2021-01-26 15:21:17,,78803.449048676,669.020627124616,13087.5943060193
2021-01-26 15:21:47,,57702.854411742,1502.67839487845,15198.5242603956
2021-01-26 15:22:16,,83421.7995408443,1056.24735496297,13658.6585273877
2021-01-26 15:22:46,,55327.0268895787,942.138135509697,10059.1884590307
26.01.2021 15:23:16.035,,58086.5482904539,1066.69049232779,11887.0473773952
2021-01-26 15:23:45,,77646.2415836566,1206.8134961671,13198.8668952771
2021-01-26 15:24:15,,17345.1997612855,0.0,2017.89734312727
2021-01-26 15:24:44,,16466.0936612625,0.0,2338.30600498151
2021-01-26 15:25:14,,15308.7464039696,0.0,2051.56545779394
2021-01-26 15:25:44,,14291.3613476692,0.0,4491.55107436032
2021-01-26 15:26:13,,64671.327278809,1244.44744486921,12193.3259384137
2021-01-26 15:26:43,,67858.7685277611,1115.39107235024,11567.5292104203
2021-01-26 15:27:13,,56907.508869271,1475.27403942338,13196.3925020554
2021-01-26 15:27:42,,55863.0852532721,1264.98717402958,12019.268906484
2021-01-26 15:28:12,,48073.6638476382,1417.080879661,13059.5326592173
2021-01-26 15:28:41,,73888.2615616369,1419.67764193626,15205.3627115765
2021-01-26 15:29:11,,75278.0242735804,1306.018791571,10777.8696384535
2021-01-26 15:29:41,,72206.7982822062,958.392784511319,10675.9246275746
2021-01-26 15:30:10,,54006.9954160229,1573.00850919938,13680.5808300525
2021-01-26 15:30:40,,58952.661052157,1194.057976657,11567.4003543951
2021-01-26 15:31:10,,20361.2896327524,0.0,1960.28887835797
2021-01-26 15:31:39,,15652.7387597865,0.0,2184.40129611784
2021-01-26 15:32:09,,21112.8233398096,0.0,1403.85206751462
2021-01-26 15:32:38,,17081.9072855463,0.0,1568.36648999896
2021-01-26 15:33:08,,58204.707513137,1078.7738341349,10372.868553951
